EMS,DPN,MPN,Supplier,Designation,Designation2,Family,Price,Currency,Origin,Valid_From,MOQ,Incoterm,LT(wk),TYPE
Tymphany,DPN000216,100NF 16V 20% 0201 X5R,_Generic_,CAP CER 100NF 16V 20% 0201 X5R,Capacitor - 100nF 16V 20% X5R 0201 SMD,Passives - Ceramic capacitors,"0,0011",USD,RFQTWIX,2020-05-26,,,,GEN
Seprolec,DPN000218,1uF 25V 10% 0603 X7R,_Generic_,CAP CER 1UF 25V 10% 0603 X7R,,Passives - Ceramic capacitors,"0,0035",EUR,Expert_Nicolas_1217,2010-01-01,,,,GEN
Bosch,DPN000220,1UF 10V 20% 0201 X5R,_Generic_,CAP CER 1UF 10V 20% 0201 X5R,,Passives - Ceramic capacitors,"0,024",EUR,,2010-01-01,,,,GEN
Devialet,DPN000220,1UF 10V 20% 0201 X5R,_Generic_,CAP CER 1UF 10V 20% 0201 X5R,,Passives - Ceramic capacitors,"0,024",EUR,,2010-01-01,,,,GEN
Seprolec,DPN000220,1UF 10V 20% 0201 X5R,_Generic_,CAP CER 1UF 10V 20% 0201 X5R,,Passives - Ceramic capacitors,"0,025",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Tymphany,DPN000220,1UF 10V 20% 0201 X5R,_Generic_,CAP CER 1UF 10V 20% 0201 X5R,,Passives - Ceramic capacitors,"0,0017",USD,RFQTWIX,2020-05-26,,,,GEN
Bosch,DPN000222,3.3PF 50V 5% 0402 C0G,_Generic_,CAP CER 3.3PF 50V 5% 0402 C0G,Capacitor 3p3 50V NP0 0402 SMD,Passives - Ceramic capacitors,"0,216",JPY,Bosch20200525,2020-05-01,10000,DDP Mondeville,26,GEN
Devialet,DPN000222,3.3PF 50V 5% 0402 C0G,_Generic_,CAP CER 3.3PF 50V 5% 0402 C0G,Capacitor 3p3 50V NP0 0402 SMD,Passives - Ceramic capacitors,"0,004",EUR,,2010-01-01,,,,GEN
Seprolec,DPN000222,3.3PF 50V 5% 0402 C0G,_Generic_,CAP CER 3.3PF 50V 5% 0402 C0G,Capacitor 3p3 50V NP0 0402 SMD,Passives - Ceramic capacitors,"0,0065",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Tymphany,DPN000222,3.3PF 50V 5% 0402 C0G,_Generic_,CAP CER 3.3PF 50V 5% 0402 C0G,Capacitor 3p3 50V NP0 0402 SMD,Passives - Ceramic capacitors,"0,0047",USD,RFQTWIX,2020-05-26,,,,GEN
Devialet,DPN000227,CDCV304PWR,Texas Instruments,IC CLK BUFFER 14 200MHZ 8TSSOP,,IC - PMIC,"0,57",USD,manufacturer quote,2020-08-12,,,,
Tymphany,DPN000227,CDCV304PWR,Texas Instruments,IC CLK BUFFER 14 200MHZ 8TSSOP,,IC - PMIC,"0,498",USD,RFQTWIX,2020-05-26,,,,
Bosch,DPN000230,MFI337S3959-01,APPLE,IC APPLE 2.0C CP MFICHIP USON8 ,Apple Authentication Coprocessor 2.0C MFI,IC - Licence,"0,412",USD,Bosch20200525,2020-05-01,10000,FCA USA,16,
Seprolec,DPN000230,MFI337S3959-01,APPLE,IC APPLE 2.0C CP MFICHIP USON8 ,Apple Authentication Coprocessor 2.0C MFI,IC - Licence,"0,445",USD,PACOV3_01-09-2020,2020-09-10,,,,
Devialet,DPN000239,CZT953,CENTRAL SEMICONDUCTOR,TRANS PNP 100V 5A 3W,,Dicrete - Standard transistor,"0,1652",EUR,,2010-01-01,,,,
Tymphany,DPN000239,CZT953,CENTRAL SEMICONDUCTOR,TRANS PNP 100V 5A 3W,,Dicrete - Standard transistor,"0,0824",USD,RFQTWIX,2020-05-26,,,,
Devialet,DPN000240,DLR2160,AIXIN,CONN RCPT OPTICAL 192KHZ TOSLINK,,Connectors - Client interface sockets,"0,9375",EUR,,2010-01-01,,,,
Seprolec,DPN000240,DLR2160,AIXIN,CONN RCPT OPTICAL 192KHZ TOSLINK,,Connectors - Client interface sockets,"0,85",USD,PACOV3_01-09-2020,2020-09-10,,,,
Devialet,DPN000242,DMP2035U-7,DIODES INC.,MOSFET P-CH 20V 3.6A SOT-23,DMP2035U,Dicrete - Power MOSFet,"0,0339",EUR,,2010-01-01,,,,
Tymphany,DPN000253,EEEFK1H470XP,PANASONIC,CAP ALUM 47UF 20% 50V,CAP CHIM 47UF 50V 20% FK D6.3,Passives - Chemical capacitors,"0,0649",USD,RFQTWIX,2020-05-26,,,,SPC
Bosch,DPN000256,ELL-VGG3R3N,PANASONIC,FIXED IND 3.3UH 1.1A 130MR 30% 3x3mm,INDU 3.3uH 1.35A 3X3MM,Passives - Standard inductors,"9,36",JPY,Bosch20200525,2020-05-01,6000,DDP Mondeville,16,
Seprolec,DPN000256,ELL-VGG3R3N,PANASONIC,FIXED IND 3.3UH 1.1A 130MR 30% 3x3mm,INDU 3.3uH 1.35A 3X3MM,Passives - Standard inductors,"0,098",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN000257,22uF 16V 20% 0805 X5R,_Generic_,CAP CER 22UF 16V 20% 0805 X5R,,Passives - Ceramic capacitors,"3,8",JPY,BOM Bosch Paula 20171212,2017-12-12,3000,DDP Mondeville,30,GEN
Devialet,DPN000257,22uF 16V 20% 0805 X5R,_Generic_,CAP CER 22UF 16V 20% 0805 X5R,,Passives - Ceramic capacitors,"0,09",EUR,,2010-01-01,,,,GEN
Seprolec,DPN000257,22uF 16V 20% 0805 X5R,_Generic_,CAP CER 22UF 16V 20% 0805 X5R,,Passives - Ceramic capacitors,"0,1",USD,PACOV3_01-09-2020,2020-09-10,,,,GEN
Tymphany,DPN000257,22uF 16V 20% 0805 X5R,_Generic_,CAP CER 22UF 16V 20% 0805 X5R,,Passives - Ceramic capacitors,"0,0159",USD,RFQTWIX,2020-05-26,,,,GEN
Bosch,DPN000261,ES1D,_Generic_,DIODE GEN PURP 1A,DIODES DE REDRESSEMENT 1A,Dicrete - Diodes,"0,0395",USD,Bosch20200525,2020-05-01,15000,DDP Mondeville,6,
Devialet,DPN000261,ES1D,_Generic_,DIODE GEN PURP 1A,DIODES DE REDRESSEMENT 1A,Dicrete - Diodes,"0,0215",USD,BOMBoschPaula20171212,2017-12-13,7500,DDP Mondeville,16,
Seprolec,DPN000261,ES1D,_Generic_,DIODE GEN PURP 1A,DIODES DE REDRESSEMENT 1A,Dicrete - Diodes,"0,0285",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN000263,EXB-N8V100JX,PANASONIC,RES ARRAY 4 RES 10R 0804,RESEAU 10R 5% 4x0402 ,Passives - Resistors,"0,0132",EUR,,2010-01-01,,,,
Devialet,DPN000263,EXB-N8V100JX,PANASONIC,RES ARRAY 4 RES 10R 0804,RESEAU 10R 5% 4x0402 ,Passives - Resistors,"0,0132",EUR,,2010-01-01,,,,
Bosch,DPN000271,GBLC08C-LF-T7,PROTEK,DIOD GBLC08C SOD323,GBLC08C,Dicrete - Diodes,"0,18",EUR,Bosch20200525,2020-05-01,50000,DDP Mondeville,16,
Seprolec,DPN000271,GBLC08C-LF-T7,PROTEK,DIOD GBLC08C SOD323,GBLC08C,Dicrete - Diodes,"0,14",USD,PACOV3_01-09-2020,2020-09-10,,,,
Seprolec,DPN000288,HP1-0102L,COILCRAFT,TRANSF 6x6.5uH 15% 13x9.2MM,HP1-0102LD,Passives - Transformers,"0,97",USD,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN000296,KC2520C25.0000C2LE,KYOCERA,OSC 25MHZ 3.3V 2.5x2mm,KC2520C25.0000C2KE00,Passives - Oscillos Quartz,"60,1",JPY,Bosch20200525,2020-05-01,2000,DDP Mondeville,14,
Devialet,DPN000296,KC2520C25.0000C2LE,KYOCERA,OSC 25MHZ 3.3V 2.5x2mm,KC2520C25.0000C2KE00,Passives - Oscillos Quartz,"0,505",EUR,,2010-01-01,,,,
Seprolec,DPN000296,KC2520C25.0000C2LE,KYOCERA,OSC 25MHZ 3.3V 2.5x2mm,KC2520C25.0000C2KE00,Passives - Oscillos Quartz,"0,58",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN000299,LI0402E600R-10,LAIRD,FERRITE 60ohm 500mA 100MHz 402,,Passives - Ferrites,"0,0061",EUR,Bosch20200525,2020-05-01,30000,EXW Germany,8,
Seprolec,DPN000299,LI0402E600R-10,LAIRD,FERRITE 60ohm 500mA 100MHz 402,,Passives - Ferrites,"0,012",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN000300,LM3880MFX-1AF,Texas Instruments,IC PWR SUPPLY SEQUENCER SOT23-6,LM3880MFE-1AF,IC - PMIC,"0,3196",EUR,,2010-01-01,,,,
Bosch,DPN000319,MCP9700T-E/TT,MICROCHIP,SENSOR ANALOG -40C-125C SOT23-3,IC SENSOR THERMAL 2.3V SOT23-3,IC - Sensors & microphones,"0,09",USD,Bosch20200505,2020-05-01,3000,DDP mondeville,7,
Devialet,DPN000319,MCP9700T-E/TT,MICROCHIP,SENSOR ANALOG -40C-125C SOT23-3,IC SENSOR THERMAL 2.3V SOT23-3,IC - Sensors & microphones,"0,0714",EUR,,2010-01-01,,,,
Seprolec,DPN000319,MCP9700T-E/TT,MICROCHIP,SENSOR ANALOG -40C-125C SOT23-3,IC SENSOR THERMAL 2.3V SOT23-3,IC - Sensors & microphones,"0,08",USD,PACOV3_01-09-2020,2020-09-10,,,,
Tymphany,DPN000319,MCP9700T-E/TT,MICROCHIP,SENSOR ANALOG -40C-125C SOT23-3,IC SENSOR THERMAL 2.3V SOT23-3,IC - Sensors & microphones,"0,0838",USD,RFQTWIX,2020-05-26,,,,
Bosch,DPN000326,MLF1608DR27K,TDK,FIXED IND 270NH 0.15A 600MR 10% 0603,INDU 0.27uH 10% 0603,Passives - Standard inductors,"3,45",JPY,Bosch20200525,2020-05-01,12000,DDP Mondeville,16,
Devialet,DPN000326,MLF1608DR27K,TDK,FIXED IND 270NH 0.15A 600MR 10% 0603,INDU 0.27uH 10% 0603,Passives - Standard inductors,"0,053",EUR,,2010-01-01,,,,
Seprolec,DPN000326,MLF1608DR27K,TDK,FIXED IND 270NH 0.15A 600MR 10% 0603,INDU 0.27uH 10% 0603,Passives - Standard inductors,"0,0425",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Tymphany,DPN000326,MLF1608DR27K,TDK,FIXED IND 270NH 0.15A 600MR 10% 0603,INDU 0.27uH 10% 0603,Passives - Standard inductors,"0,004",USD,RFQTWIX,2020-05-26,,,,
Bosch,DPN000328,MLF2012DR15K,TDK,FIXED IND 150NH 0.33A 200MR 10% 0805,,Passives - Standard inductors,"3,67",JPY,Bosch20200525,2020-05-01,12000,DDP Mondeville,16,
Seprolec,DPN000328,MLF2012DR15K,TDK,FIXED IND 150NH 0.33A 200MR 10% 0805,,Passives - Standard inductors,"0,0425",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN000329,MLF2012DR22K,TDK,FIXED IND 220NH 0.25A 300MR 10% 0805,INDU 0.22uH 10% 0805,Passives - Standard inductors,"3,67",JPY,Bosch20200525,2020-05-01,12000,DDP Mondeville,16,
Seprolec,DPN000329,MLF2012DR22K,TDK,FIXED IND 220NH 0.25A 300MR 10% 0805,INDU 0.22uH 10% 0805,Passives - Standard inductors,"0,0425",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Devialet,DPN000330,MLZ2012M1R5HT,TDK,FIXED IND 1.5UH 0.7A 140MR 20% 0805,IND 1.5 300MA SFR60MHZ SMD0805,Passives - Standard inductors,"0,02",EUR,,2010-01-01,,,,
Seprolec,DPN000330,MLZ2012M1R5HT,TDK,FIXED IND 1.5UH 0.7A 140MR 20% 0805,IND 1.5 300MA SFR60MHZ SMD0805,Passives - Standard inductors,"0,0285",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN000345,100NF 100V 10% 0603 X7R,_Generic_,CAP CER 100NF 100V 10% 0603 X7R,,Passives - Ceramic capacitors,"0,0097",EUR,,2010-01-01,,,,GEN
Devialet,DPN000345,100NF 100V 10% 0603 X7R,_Generic_,CAP CER 100NF 100V 10% 0603 X7R,,Passives - Ceramic capacitors,"0,0097",EUR,,2010-01-01,,,,GEN
Seprolec,DPN000345,100NF 100V 10% 0603 X7R,_Generic_,CAP CER 100NF 100V 10% 0603 X7R,,Passives - Ceramic capacitors,"0,0138",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Tymphany,DPN000345,100NF 100V 10% 0603 X7R,_Generic_,CAP CER 100NF 100V 10% 0603 X7R,,Passives - Ceramic capacitors,"0,0114",USD,RFQTWIX,2020-05-26,,,,GEN
Tymphany,DPN000351,PDZ12B.115,Nexperia,DIOD PDZ12B SOD123 ,"PDZ12B,115",Dicrete - Diodes,"0,011",EUR,,2010-01-01,,,,
Bosch,DPN000363,0R JUMPER 0805,_Generic_,RES 0R JUMPER 0805,,Passives - Resistors,"0,002",EUR,,2010-01-01,,,,
Seprolec,DPN000363,0R JUMPER 0805,_Generic_,RES 0R JUMPER 0805,,Passives - Resistors,"0,0025",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Tymphany,DPN000363,0R JUMPER 0805,_Generic_,RES 0R JUMPER 0805,,Passives - Resistors,"0,0023",USD,RFQTWIX,2020-05-26,,,,
Bosch,DPN000365,1.02M 1% 0402,_Generic_,RES 1.02M 1% 0402,,Passives - Resistors,"0,002",EUR,,2010-01-01,,,,
Seprolec,DPN000365,1.02M 1% 0402,_Generic_,RES 1.02M 1% 0402,,Passives - Resistors,"0,0025",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN000368,100R 1% 0402,_Generic_,RES 100R 1% 0402,,Passives - Resistors,"0,002",EUR,,2010-01-01,,,,
Devialet,DPN000368,100R 1% 0402,_Generic_,RES 100R 1% 0402,,Passives - Resistors,"0,002",EUR,,2010-01-01,,,,
Seprolec,DPN000368,100R 1% 0402,_Generic_,RES 100R 1% 0402,,Passives - Resistors,"0,0025",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Tymphany,DPN000368,100R 1% 0402,_Generic_,RES 100R 1% 0402,,Passives - Resistors,"0,002",EUR,,2010-01-01,,,,
Bosch,DPN000371,10R 1% 0805,_Generic_,RES 10R 1% 0805,,Passives - Resistors,"0,002",EUR,,2010-01-01,,,,
Devialet,DPN000371,10R 1% 0805,_Generic_,RES 10R 1% 0805,,Passives - Resistors,"0,002",EUR,,2010-01-01,,,,
Seprolec,DPN000371,10R 1% 0805,_Generic_,RES 10R 1% 0805,,Passives - Resistors,"0,006",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Tymphany,DPN000371,10R 1% 0805,_Generic_,RES 10R 1% 0805,,Passives - Resistors,"0,0023",USD,RFQTWIX,2020-05-26,,,,
Devialet,DPN000373,12.4K 1% 0402,_Generic_,RES 12.4K 1% 0402,,Passives - Resistors,"0,002",EUR,,2010-01-01,,,,
Seprolec,DPN000373,12.4K 1% 0402,_Generic_,RES 12.4K 1% 0402,,Passives - Resistors,"0,002",EUR,,2010-01-01,,,,
Seprolec,DPN000374,12K 1% 0402,_Generic_,RES 12K 1% 0402,,Passives - Resistors,"0,0025",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN000377,1K 1% 0402,_Generic_,RES 1K 1% 0402,,Passives - Resistors,"0,08",JPY,Bosch20200505,2020-05-01,5000,DDP mondeville,10,
Devialet,DPN000377,1K 1% 0402,_Generic_,RES 1K 1% 0402,,Passives - Resistors,"0,002",EUR,,2010-01-01,,,,
Seprolec,DPN000377,1K 1% 0402,_Generic_,RES 1K 1% 0402,,Passives - Resistors,"0,0025",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Tymphany,DPN000377,1K 1% 0402,_Generic_,RES 1K 1% 0402,,Passives - Resistors,"0,0003",USD,RFQTWIX,2020-05-26,,,,
Bosch,DPN000380,2.55K 1% 0402,_Generic_,RES 2.55K 1% 0402,,Passives - Resistors,"0,002",EUR,,2010-01-01,,,,
Seprolec,DPN000380,2.55K 1% 0402,_Generic_,RES 2.55K 1% 0402,,Passives - Resistors,"0,0025",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Tymphany,DPN000380,2.55K 1% 0402,_Generic_,RES 2.55K 1% 0402,,Passives - Resistors,"0,0003",USD,RFQTWIX,2020-05-26,,,,
Tymphany,DPN000381,200K 1% 0402,_Generic_,RES 200K 1% 0402,,Passives - Resistors,"0,002",EUR,,2010-01-01,,,,
Bosch,DPN000382,20K 1% 0402,_Generic_,RES 20K 1% 0402,,Passives - Resistors,"0,002",EUR,,2010-01-01,,,,
Devialet,DPN000382,20K 1% 0402,_Generic_,RES 20K 1% 0402,,Passives - Resistors,"0,002",EUR,,2010-01-01,,,,
Seprolec,DPN000382,20K 1% 0402,_Generic_,RES 20K 1% 0402,,Passives - Resistors,"0,0025",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Tymphany,DPN000382,20K 1% 0402,_Generic_,RES 20K 1% 0402,,Passives - Resistors,"0,0003",USD,RFQTWIX,2020-05-26,,,,
Bosch,DPN000383,22R 1% 0402,_Generic_,RES 22R 1% 0402,,Passives - Resistors,"0,002",EUR,,2010-01-01,,,,
Devialet,DPN000383,22R 1% 0402,_Generic_,RES 22R 1% 0402,,Passives - Resistors,"0,002",EUR,,2010-01-01,,,,
Seprolec,DPN000383,22R 1% 0402,_Generic_,RES 22R 1% 0402,,Passives - Resistors,"0,0025",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Tymphany,DPN000383,22R 1% 0402,_Generic_,RES 22R 1% 0402,,Passives - Resistors,"0,0003",USD,RFQTWIX,2020-05-26,,,,
Bosch,DPN000386,240R 1% 0402,_Generic_,RES 240R 1% 0402,,Passives - Resistors,"0,002",EUR,,2010-01-01,,,,
Devialet,DPN000386,240R 1% 0402,_Generic_,RES 240R 1% 0402,,Passives - Resistors,"0,002",EUR,,2010-01-01,,,,
Seprolec,DPN000386,240R 1% 0402,_Generic_,RES 240R 1% 0402,,Passives - Resistors,"0,0025",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Tymphany,DPN000386,240R 1% 0402,_Generic_,RES 240R 1% 0402,,Passives - Resistors,"0,0003",USD,RFQTWIX,2020-05-26,,,,
Bosch,DPN000387,2K 1% 0402,_Generic_,RES 2K 1% 0402,,Passives - Resistors,"0,002",EUR,,2010-01-01,,,,
Seprolec,DPN000387,2K 1% 0402,_Generic_,RES 2K 1% 0402,,Passives - Resistors,"0,0025",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN000389,3.3K 1% 0402,_Generic_,RES 3.3K 1% 0402,,Passives - Resistors,"0,002",EUR,,2010-01-01,,,,
Seprolec,DPN000389,3.3K 1% 0402,_Generic_,RES 3.3K 1% 0402,,Passives - Resistors,"0,0025",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN000390,3.9R 1% 0402,_Generic_,RES 3.9R 1% 0402,,Passives - Resistors,"0,002",EUR,,2010-01-01,,,,
Devialet,DPN000390,3.9R 1% 0402,_Generic_,RES 3.9R 1% 0402,,Passives - Resistors,"0,002",EUR,,2010-01-01,,,,
Seprolec,DPN000390,3.9R 1% 0402,_Generic_,RES 3.9R 1% 0402,,Passives - Resistors,"0,0025",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Tymphany,DPN000390,3.9R 1% 0402,_Generic_,RES 3.9R 1% 0402,,Passives - Resistors,"0,002",EUR,,2010-01-01,,,,
Bosch,DPN000393,332R 1% 0402,_Generic_,RES 332R 1% 0402,,Passives - Resistors,"0,002",EUR,,2010-01-01,,,,
Devialet,DPN000393,332R 1% 0402,_Generic_,RES 332R 1% 0402,,Passives - Resistors,"0,002",EUR,,2010-01-01,,,,
Seprolec,DPN000393,332R 1% 0402,_Generic_,RES 332R 1% 0402,,Passives - Resistors,"0,0025",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN000396,4.7K 1% 0402,_Generic_,RES 4.7K 1% 0402,4K7 1% 0402,Passives - Resistors,"0,002",EUR,,2010-01-01,,,,
Devialet,DPN000396,4.7K 1% 0402,_Generic_,RES 4.7K 1% 0402,4K7 1% 0402,Passives - Resistors,"0,002",EUR,,2010-01-01,,,,
Seprolec,DPN000396,4.7K 1% 0402,_Generic_,RES 4.7K 1% 0402,4K7 1% 0402,Passives - Resistors,"0,0025",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Tymphany,DPN000396,4.7K 1% 0402,_Generic_,RES 4.7K 1% 0402,4K7 1% 0402,Passives - Resistors,"0,0003",USD,RFQTWIX,2020-05-26,,,,
Bosch,DPN000398,510R 1% 0402,_Generic_,RES 510R 1% 0402,,Passives - Resistors,"0,002",EUR,,2010-01-01,,,,
Seprolec,DPN000398,510R 1% 0402,_Generic_,RES 510R 1% 0402,,Passives - Resistors,"0,0025",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Seprolec,DPN000401,68K 1% 0402,_Generic_,RES 68K 1% 0402,,Passives - Resistors,"0,002",EUR,,2010-01-01,,,,
Bosch,DPN000404,8.2K 1% 0402,_Generic_,RES 8.2K 1% 0402,,Passives - Resistors,"0,002",EUR,Estimation Laure,2019-07-01,,,,
Bosch,DPN000460,UT11348S-A,UMEC,TRANSFO UT11348S-A,,Passives - Transformers,"0,427",USD,BOM Bosch 20180704,2018-07-04,20000,DDP Mondeville,12,
Seprolec,DPN000460,UT11348S-A,UMEC,TRANSFO UT11348S-A,,Passives - Transformers,"0,427",USD,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN000462,1NF 50V 10% 0603 X7R,_Generic_,CAP CER 1NF 50V 10% 0603 X7R,VJ0603 Y 102 KXAC,Passives - Ceramic capacitors,"0,002",EUR,,2010-01-01,,,,GEN
Tymphany,DPN000462,1NF 50V 10% 0603 X7R,_Generic_,CAP CER 1NF 50V 10% 0603 X7R,VJ0603 Y 102 KXAC,Passives - Ceramic capacitors,"0,0012",USD,RFQTWIX,2020-05-26,,,,GEN
Devialet,DPN000466,VP2-0116-R,COILTRONICS,INDUCT ARRAY 6 COIL 5.7UH SMD,TRANSFO 6x5.7F 15% 1.41A ,Passives - Standard inductors,"0,9554",EUR,,2010-01-01,,,,
Bosch,DPN000472,XAL1010-153MED,COILCRAFT,FIXED IND 15UH 13.8A 18.6mR 20% 10x10,SELF 15H 20% 10x10,Passives - Standard inductors,"0,86",USD,Bosch20200525,2020-05-01,10200,FCA UK,12,
Devialet,DPN000472,XAL1010-153MED,COILCRAFT,FIXED IND 15UH 13.8A 18.6mR 20% 10x10,SELF 15H 20% 10x10,Passives - Standard inductors,"0,91",USD,manufacturer quote,2020-07-15,9600,FCA,8,
Seprolec,DPN000472,XAL1010-153MED,COILCRAFT,FIXED IND 15UH 13.8A 18.6mR 20% 10x10,SELF 15H 20% 10x10,Passives - Standard inductors,"0,88",USD,PACOV3_01-09-2020,2020-09-10,,,,
Tymphany,DPN000472,XAL1010-153MED,COILCRAFT,FIXED IND 15UH 13.8A 18.6mR 20% 10x10,SELF 15H 20% 10x10,Passives - Standard inductors,"0,9064",USD,RFQTWIX,2020-05-26,,,,
Bosch,DPN000477,1uF 100V 10% 1206 X7R,_Generic_,CAP CER 1UF 100V 10% 1206 X7R,,Passives - Ceramic capacitors,"0,0176",EUR,,2010-01-01,,,,GEN
Devialet,DPN000477,1uF 100V 10% 1206 X7R,_Generic_,CAP CER 1UF 100V 10% 1206 X7R,,Passives - Ceramic capacitors,"0,0176",EUR,,2010-01-01,,,,GEN
Seprolec,DPN000477,1uF 100V 10% 1206 X7R,_Generic_,CAP CER 1UF 100V 10% 1206 X7R,,Passives - Ceramic capacitors,"0,04",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Tymphany,DPN000477,1uF 100V 10% 1206 X7R,_Generic_,CAP CER 1UF 100V 10% 1206 X7R,,Passives - Ceramic capacitors,"0,0207",USD,RFQTWIX,2020-05-26,,,,GEN
Seprolec,DPN000483,10R 1% 1206,_Generic_,RES 10R 1% 1206,,Passives - Resistors,"0,0025",EUR,,2010-01-01,,,,
Bosch,DPN000485,10K 0.1% 0402,_Generic_,RES 10K 0.1% 0402,"10K 0,1% 0402",Passives - Resistors,"1,251",JPY,Bosch20200505,2020-05-01,5000,DDP mondeville,12,
Seprolec,DPN000485,10K 0.1% 0402,_Generic_,RES 10K 0.1% 0402,"10K 0,1% 0402",Passives - Resistors,"0,021",EUR,,2010-01-01,,,,
Tymphany,DPN000485,10K 0.1% 0402,_Generic_,RES 10K 0.1% 0402,"10K 0,1% 0402",Passives - Resistors,"0,0093",USD,RFQTWIX,2020-05-26,,,,
Bosch,DPN000524,MP2229GQ,MPS,IC REG BUCK ADJ 6A 14QFN,MP2229GQ-Z,IC - PMIC Voltage Regulators DCDC,"0,3",USD,Bosch20200525,2020-05-01,5000,CIP Mondeville,12,
Devialet,DPN000524,MP2229GQ,MPS,IC REG BUCK ADJ 6A 14QFN,MP2229GQ-Z,IC - PMIC Voltage Regulators DCDC,"0,294",EUR,manufacturer quote,2020-10-01,5000,,24,
Seprolec,DPN000524,MP2229GQ,MPS,IC REG BUCK ADJ 6A 14QFN,MP2229GQ-Z,IC - PMIC Voltage Regulators DCDC,"0,3",USD,PACOV3_01-09-2020,2020-09-10,,,,
Tymphany,DPN000524,MP2229GQ,MPS,IC REG BUCK ADJ 6A 14QFN,MP2229GQ-Z,IC - PMIC Voltage Regulators DCDC,"0,309",USD,RFQTWIX,2020-05-26,,,,
Bosch,DPN000526,AK4118A,AKM,IC AUDIO TRANSCEIVER 48LQFP,IC TXRX DGTL AUD I/F 48LQFP,IC - Audio,"1,29",USD,Bosch20200525,2020-05-01,1000,DAP Mondeville,14,
Seprolec,DPN000526,AK4118A,AKM,IC AUDIO TRANSCEIVER 48LQFP,IC TXRX DGTL AUD I/F 48LQFP,IC - Audio,"168,75",JPY,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN000528,STM32F030K6T6,ST,IC MCU Cortex M0 32KB FLASH 32LQFP,,IC - Microcontroller,"0,39",USD,Bosch20200525,2020-05-01,1500,DDP Mondeville,18,
Seprolec,DPN000528,STM32F030K6T6,ST,IC MCU Cortex M0 32KB FLASH 32LQFP,,IC - Microcontroller,"0,3875",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN000531,STL15N65M5,ST,MOSFET N-CH 650V 10A 8POWERFLAT,,Dicrete - Power MOSFet,"0,599",USD,Bom Bosch PSU-MADH 20200312,2020-03-01,3000,DDP Mondeville,25,
Seprolec,DPN000531,STL15N65M5,ST,MOSFET N-CH 650V 10A 8POWERFLAT,,Dicrete - Power MOSFet,"0,653",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Seprolec,DPN000532,STL31N65M5,ST,MOSFET N-CH 650V 15A PWRFLAT88,,Dicrete - Power MOSFet,"0,9876",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN000534,100nF 50V 10% 0402 X7R,_Generic_,CAP CER 100NF 50V 10% 0402 X7R,,Passives - Ceramic capacitors,"0,0029",EUR,DPN533,2018-08-17,,,,GEN
Seprolec,DPN000534,100nF 50V 10% 0402 X7R,_Generic_,CAP CER 100NF 50V 10% 0402 X7R,,Passives - Ceramic capacitors,"0,008",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Bosch,DPN000535,10uF 6.3V 20% 0402 X5R,_Generic_,CAP CER 10UF 6.3V 20% 0402 X5R,10UF 6V3 20% 0402 X5R,Passives - Ceramic capacitors,"0,85",JPY,Bosch20200525,2020-05-01,10000,DDP Mondeville,24,GEN
